seed,task,split,episode,constraint_density,novelty,lag,human_motion,contact_mode,sensor_noise,recoverability,hazard_probability,boundary_label,unsafe_action_pressure
1,slippery_payload_transfer,human_motion_shift,16,0.531326,0.004742,0.083502,0.545388,0.669465,0.086266,0.222017,0.775442,1,0.739586
1,slippery_payload_transfer,human_motion_shift,17,0.569969,0.028751,0.082555,0.631373,0.784997,0.084241,0.264598,0.801101,1,0.900844
1,slippery_payload_transfer,human_motion_shift,18,0.609482,0.034930,0.057167,0.530450,0.676840,0.035309,0.240070,0.618088,1,0.853718
1,slippery_payload_transfer,human_motion_shift,19,0.483202,0.046934,0.081417,0.508585,0.640338,0.080504,0.249414,0.541250,0,0.833273
1,slippery_payload_transfer,human_motion_shift,20,0.632381,0.082212,0.096796,0.615348,0.714705,0.103582,0.217692,0.862186,0,1.000000
1,slippery_payload_transfer,human_motion_shift,21,0.597993,0.072648,0.105990,0.551752,0.664510,0.051065,0.180623,0.678379,0,1.000000
1,slippery_payload_transfer,human_motion_shift,22,0.541255,0.103120,0.129621,0.583541,0.645737,0.039546,0.209960,0.851045,1,1.000000
1,slippery_payload_transfer,human_motion_shift,23,0.512897,0.088940,0.071254,0.536301,0.705817,0.100645,0.187566,0.612350,1,1.000000
1,slippery_payload_transfer,human_motion_shift,24,0.516312,0.055408,0.112575,0.614942,0.692501,0.071311,0.233467,0.855693,1,1.000000
1,slippery_payload_transfer,human_motion_shift,25,0.550002,0.060727,0.082203,0.568975,0.700952,0.052414,0.251467,0.777648,1,1.000000
1,slippery_payload_transfer,human_motion_shift,26,0.619412,0.068082,0.111433,0.524681,0.708972,0.057775,0.240827,0.786248,1,1.000000
1,slippery_payload_transfer,human_motion_shift,27,0.535278,0.110025,0.028673,0.594844,0.721795,0.060700,0.239502,0.705688,0,0.933541
1,slippery_payload_transfer,human_motion_shift,28,0.532831,0.044022,0.063869,0.609481,0.680150,0.086589,0.234937,0.816841,1,0.958862
1,slippery_payload_transfer,human_motion_shift,29,0.580482,0.074730,0.023083,0.560765,0.729834,0.089524,0.236243,0.756831,1,1.000000
1,slippery_payload_transfer,human_motion_shift,30,0.540322,0.072129,0.064050,0.615584,0.657316,0.083804,0.263104,0.651997,1,1.000000
1,slippery_payload_transfer,human_motion_shift,31,0.656223,0.037985,0.094194,0.506671,0.673068,0.083254,0.291209,0.815534,1,0.726545
1,slippery_payload_transfer,contact_mode_shift,0,0.605691,0.126598,0.132604,0.313612,0.944675,0.119253,0.180926,0.808170,0,1.000000
1,slippery_payload_transfer,contact_mode_shift,1,0.570690,0.036203,0.101112,0.331019,0.980000,0.088863,0.177033,0.666203,1,0.886186
1,slippery_payload_transfer,contact_mode_shift,2,0.624754,0.061018,0.046467,0.378247,0.892048,0.111082,0.192274,0.720154,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,3,0.568331,0.055094,0.101484,0.396563,0.955594,0.118824,0.208209,0.832536,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,4,0.581158,0.078044,0.088015,0.285106,0.938191,0.110496,0.190860,0.756045,0,0.798001
1,slippery_payload_transfer,contact_mode_shift,5,0.515441,0.116449,0.065066,0.313688,0.897184,0.114151,0.181581,0.794627,1,0.866244
1,slippery_payload_transfer,contact_mode_shift,6,0.580587,0.080206,0.059253,0.291011,0.980000,0.111775,0.223613,0.776527,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,7,0.645300,0.072839,0.040292,0.348351,0.929801,0.104446,0.192487,0.821870,1,0.899108
1,slippery_payload_transfer,contact_mode_shift,8,0.544502,0.153722,0.102497,0.367992,0.947187,0.121242,0.161419,0.723899,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,9,0.589312,0.077130,0.092065,0.404115,0.931957,0.103961,0.219959,0.832916,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,10,0.584945,0.085248,0.126004,0.290702,0.980000,0.125934,0.228725,0.807833,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,11,0.600080,0.070561,0.120247,0.378019,0.944055,0.099035,0.259056,0.836738,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,12,0.600331,0.072268,0.069801,0.366420,0.980000,0.095836,0.190380,0.855464,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,13,0.613212,0.126079,0.073441,0.321064,0.900021,0.126136,0.214611,0.801243,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,14,0.594870,0.101643,0.032074,0.354984,0.935721,0.136102,0.225980,0.834070,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,15,0.515951,0.089434,0.069605,0.367241,0.913151,0.113724,0.195748,0.761772,1,0.937055
1,slippery_payload_transfer,contact_mode_shift,16,0.559448,0.092094,0.059861,0.372408,0.980000,0.099932,0.158795,0.744530,1,0.910469
1,slippery_payload_transfer,contact_mode_shift,17,0.574516,0.160664,0.085258,0.397275,0.980000,0.135214,0.176801,0.850368,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,18,0.590649,0.053777,0.146243,0.383183,0.922280,0.110445,0.248971,0.813787,1,0.946932
1,slippery_payload_transfer,contact_mode_shift,19,0.631453,0.111504,0.085483,0.334906,0.980000,0.086850,0.308506,0.840732,1,0.984839
1,slippery_payload_transfer,contact_mode_shift,20,0.634009,0.091382,0.104806,0.344898,0.912095,0.136085,0.282017,0.878134,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,21,0.539266,0.063882,0.077064,0.331716,0.947460,0.165944,0.197777,0.777563,1,0.896424
1,slippery_payload_transfer,contact_mode_shift,22,0.679001,0.064734,0.080903,0.364856,0.913502,0.081332,0.205527,0.811058,1,0.981652
1,slippery_payload_transfer,contact_mode_shift,23,0.650625,0.114547,0.061567,0.321905,0.947433,0.137096,0.273602,0.789864,0,0.814936
1,slippery_payload_transfer,contact_mode_shift,24,0.596180,0.167482,0.150055,0.386459,0.980000,0.100121,0.179371,0.736024,1,0.830618
1,slippery_payload_transfer,contact_mode_shift,25,0.684202,0.117224,0.080528,0.363389,0.980000,0.105102,0.162920,0.851056,1,0.922410
1,slippery_payload_transfer,contact_mode_shift,26,0.652597,0.095238,0.072994,0.355644,0.980000,0.081973,0.160147,0.724977,1,0.956700
1,slippery_payload_transfer,contact_mode_shift,27,0.612121,0.112411,0.063193,0.288708,0.934174,0.085874,0.234041,0.848998,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,28,0.633326,0.111720,0.110077,0.343165,0.980000,0.092446,0.130681,0.772403,0,0.986842
1,slippery_payload_transfer,contact_mode_shift,29,0.694361,0.079291,0.131310,0.339313,0.980000,0.126298,0.160349,0.814442,0,0.790743
1,slippery_payload_transfer,contact_mode_shift,30,0.606684,0.113565,0.100917,0.439315,0.980000,0.070298,0.162058,0.847087,1,1.000000
1,slippery_payload_transfer,contact_mode_shift,31,0.617907,0.080526,0.105163,0.378671,0.980000,0.032304,0.157338,0.803742,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,0,0.743657,0.234360,0.186192,0.443036,0.894297,0.252214,0.175561,0.839728,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,1,0.835818,0.205660,0.185539,0.505771,0.849018,0.298479,0.195908,0.901807,0,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,2,0.701132,0.234175,0.185854,0.481979,0.894201,0.263251,0.175734,0.889042,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,3,0.695848,0.192202,0.194601,0.545082,0.832994,0.255102,0.146152,0.916664,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,4,0.725293,0.248391,0.204890,0.492220,0.885057,0.258121,0.173934,0.890054,0,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,5,0.817052,0.237437,0.189643,0.546757,0.788520,0.258871,0.224294,0.860019,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,6,0.766426,0.279337,0.223652,0.465853,0.849865,0.255945,0.176932,0.873214,1,0.877548
1,slippery_payload_transfer,low_signal_high_risk_shift,7,0.755532,0.166722,0.203794,0.431581,0.846200,0.270173,0.212891,0.835182,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,8,0.693878,0.242513,0.189849,0.532109,0.868930,0.233945,0.125499,0.922797,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,9,0.608927,0.257197,0.179571,0.566455,0.873981,0.277071,0.171118,0.893428,1,0.869450
1,slippery_payload_transfer,low_signal_high_risk_shift,10,0.682555,0.234694,0.141709,0.440560,0.801116,0.254930,0.188969,0.826210,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,11,0.753280,0.212772,0.177031,0.521893,0.895588,0.244695,0.302768,0.874714,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,12,0.654234,0.194386,0.185935,0.394337,0.940350,0.271048,0.221560,0.915185,0,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,13,0.749076,0.310872,0.194019,0.528324,0.848141,0.256266,0.177781,0.823780,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,14,0.725834,0.252646,0.174031,0.486113,0.873574,0.276844,0.152170,0.843304,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,15,0.666395,0.284739,0.205005,0.522670,0.862162,0.274866,0.142350,0.870910,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,16,0.699266,0.274598,0.177383,0.465836,0.869620,0.304373,0.157386,0.840979,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,17,0.790631,0.246336,0.180177,0.507255,0.844012,0.223123,0.124514,0.859720,1,0.968894
1,slippery_payload_transfer,low_signal_high_risk_shift,18,0.671306,0.194853,0.181447,0.466252,0.860009,0.234072,0.146036,0.833927,1,0.971421
1,slippery_payload_transfer,low_signal_high_risk_shift,19,0.793272,0.161269,0.211220,0.479719,0.903099,0.286953,0.120415,0.914936,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,20,0.748129,0.220047,0.176295,0.502218,0.871665,0.269358,0.175813,0.862494,1,0.924084
1,slippery_payload_transfer,low_signal_high_risk_shift,21,0.709330,0.280677,0.185901,0.510669,0.833146,0.250871,0.125045,0.888292,1,0.968794
1,slippery_payload_transfer,low_signal_high_risk_shift,22,0.824144,0.265937,0.181437,0.455950,0.881140,0.279893,0.135169,0.921185,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,23,0.709035,0.246867,0.192630,0.422337,0.801351,0.247700,0.143721,0.809377,0,0.952293
1,slippery_payload_transfer,low_signal_high_risk_shift,24,0.757202,0.209622,0.186916,0.551074,0.940032,0.222776,0.169629,0.918467,1,0.970910
1,slippery_payload_transfer,low_signal_high_risk_shift,25,0.665779,0.251489,0.168743,0.506290,0.842604,0.265132,0.179281,0.883879,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,26,0.802880,0.267812,0.188700,0.477328,0.884632,0.247631,0.146918,0.810374,0,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,27,0.766583,0.265984,0.197003,0.489557,0.795945,0.277836,0.122973,0.841216,1,0.916736
1,slippery_payload_transfer,low_signal_high_risk_shift,28,0.772537,0.282190,0.142507,0.517794,0.824068,0.208914,0.206780,0.860970,1,0.965162
1,slippery_payload_transfer,low_signal_high_risk_shift,29,0.647717,0.214871,0.167991,0.447394,0.922498,0.242122,0.167015,0.876818,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,30,0.742564,0.252198,0.198451,0.468187,0.841778,0.219422,0.139104,0.770285,1,1.000000
1,slippery_payload_transfer,low_signal_high_risk_shift,31,0.778579,0.182831,0.158616,0.494486,0.930225,0.271977,0.229471,0.886443,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,0,0.724541,0.248300,0.252690,0.566580,0.874824,0.214866,0.129836,0.887944,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,1,0.827443,0.268038,0.254350,0.542965,0.821960,0.224552,0.125555,0.913848,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,2,0.734258,0.239162,0.209500,0.539773,0.874072,0.176409,0.176732,0.876100,1,0.912658
1,slippery_payload_transfer,combined_safety_stress,3,0.723132,0.228725,0.197067,0.457773,0.920555,0.173930,0.165046,0.862435,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,4,0.700075,0.247962,0.218553,0.541576,0.759675,0.168962,0.166004,0.907770,1,0.781726
1,slippery_payload_transfer,combined_safety_stress,5,0.754227,0.167906,0.260723,0.466603,0.927913,0.177571,0.129189,0.872309,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,6,0.757885,0.251872,0.214027,0.429762,0.961309,0.200381,0.117077,0.788677,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,7,0.704536,0.253114,0.231111,0.512839,0.844146,0.192597,0.170703,0.830726,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,8,0.742865,0.214312,0.301288,0.479362,0.802309,0.253253,0.138386,0.908795,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,9,0.741138,0.276093,0.232685,0.478028,0.788763,0.182300,0.191066,0.904447,0,1.000000
1,slippery_payload_transfer,combined_safety_stress,10,0.774487,0.233765,0.244324,0.450241,0.780506,0.212208,0.192759,0.896253,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,11,0.713875,0.176307,0.219979,0.419035,0.894851,0.170017,0.223422,0.828214,1,0.962540
1,slippery_payload_transfer,combined_safety_stress,12,0.759193,0.265094,0.231512,0.511141,0.920218,0.217018,0.159401,0.934699,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,13,0.734142,0.261604,0.292650,0.489528,0.856220,0.198834,0.068908,0.872066,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,14,0.759246,0.218526,0.289589,0.433536,0.878827,0.211790,0.162670,0.859028,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,15,0.738545,0.205291,0.203940,0.449629,0.799801,0.159381,0.176024,0.879130,0,1.000000
1,slippery_payload_transfer,combined_safety_stress,16,0.746286,0.271519,0.230758,0.494293,0.933287,0.185256,0.201595,0.875416,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,17,0.747131,0.259385,0.198127,0.459173,0.906525,0.224108,0.159448,0.808879,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,18,0.713293,0.324893,0.231384,0.513143,0.834545,0.195170,0.107706,0.900634,1,0.965221
1,slippery_payload_transfer,combined_safety_stress,19,0.782756,0.271859,0.234579,0.479568,0.918853,0.206464,0.125515,0.874731,0,1.000000
1,slippery_payload_transfer,combined_safety_stress,20,0.733443,0.240702,0.245441,0.409789,0.841584,0.214978,0.166158,0.855076,1,0.973893
1,slippery_payload_transfer,combined_safety_stress,21,0.745628,0.224328,0.217464,0.526532,0.922278,0.236975,0.167516,0.890331,0,1.000000
1,slippery_payload_transfer,combined_safety_stress,22,0.645487,0.275219,0.218667,0.463001,0.818674,0.190712,0.173828,0.827217,0,1.000000
1,slippery_payload_transfer,combined_safety_stress,23,0.767879,0.211435,0.260903,0.509513,0.855163,0.197279,0.176304,0.785793,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,24,0.790388,0.285645,0.211828,0.529096,0.868968,0.194223,0.136121,0.910983,0,1.000000
1,slippery_payload_transfer,combined_safety_stress,25,0.709265,0.261853,0.238606,0.492472,0.942919,0.188874,0.155478,0.894550,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,26,0.652803,0.218193,0.241673,0.520729,0.906157,0.261748,0.201773,0.922435,1,0.935957
1,slippery_payload_transfer,combined_safety_stress,27,0.670893,0.196361,0.274758,0.517518,0.836200,0.262428,0.125049,0.869253,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,28,0.737883,0.240510,0.237731,0.416331,0.910209,0.161624,0.183502,0.852695,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,29,0.718980,0.244839,0.221157,0.470394,0.801734,0.185563,0.177938,0.851903,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,30,0.763517,0.179356,0.272881,0.470548,0.784876,0.148709,0.151664,0.845834,1,1.000000
1,slippery_payload_transfer,combined_safety_stress,31,0.634985,0.215016,0.235745,0.482726,0.853592,0.200301,0.189144,0.885235,1,0.965067
1,deformable_obstacle_threading,nominal_safety,0,0.558178,0.000000,0.002523,0.310574,0.498786,0.000000,0.340103,0.646922,0,0.947498
1,deformable_obstacle_threading,nominal_safety,1,0.476468,0.000000,0.000000,0.387394,0.569701,0.008569,0.408941,0.496192,1,0.750831
1,deformable_obstacle_threading,nominal_safety,2,0.566223,0.000000,0.017817,0.328002,0.505452,0.015754,0.324728,0.547443,1,0.832010
1,deformable_obstacle_threading,nominal_safety,3,0.538449,0.036916,0.019749,0.402564,0.568095,0.036834,0.289260,0.711115,1,0.877868
1,deformable_obstacle_threading,nominal_safety,4,0.585262,0.000000,0.000000,0.401881,0.525312,0.001554,0.354488,0.721446,0,0.849776
1,deformable_obstacle_threading,nominal_safety,5,0.545268,0.000000,0.000000,0.350513,0.554065,0.006315,0.341094,0.666875,0,1.000000
1,deformable_obstacle_threading,nominal_safety,6,0.557852,0.034504,0.003818,0.455417,0.403880,0.000000,0.321659,0.665734,0,1.000000
1,deformable_obstacle_threading,nominal_safety,7,0.492394,0.032364,0.000000,0.378567,0.659292,0.000000,0.328905,0.698784,0,0.871823
1,deformable_obstacle_threading,nominal_safety,8,0.593689,0.018208,0.000000,0.327505,0.531244,0.008097,0.283821,0.719128,1,0.812593
1,deformable_obstacle_threading,nominal_safety,9,0.587605,0.061864,0.000000,0.407650,0.485806,0.000000,0.309684,0.629549,1,0.743647
1,deformable_obstacle_threading,nominal_safety,10,0.599929,0.000000,0.000000,0.350771,0.463061,0.011985,0.352397,0.577976,1,0.830175
1,deformable_obstacle_threading,nominal_safety,11,0.563886,0.000000,0.000000,0.373449,0.585938,0.024320,0.355000,0.695174,1,0.902897
1,deformable_obstacle_threading,nominal_safety,12,0.581998,0.000000,0.014093,0.409904,0.496566,0.000000,0.356388,0.764700,1,0.762287
1,deformable_obstacle_threading,nominal_safety,13,0.499122,0.000000,0.032689,0.387677,0.492437,0.049510,0.351386,0.589523,1,0.805793
1,deformable_obstacle_threading,nominal_safety,14,0.523820,0.000000,0.046468,0.450296,0.556362,0.025824,0.231711,0.642542,0,0.732926
1,deformable_obstacle_threading,nominal_safety,15,0.538842,0.000000,0.000000,0.384668,0.528027,0.000000,0.348438,0.629289,1,0.703143
1,deformable_obstacle_threading,nominal_safety,16,0.489032,0.000000,0.008929,0.277310,0.500674,0.011201,0.434593,0.747323,1,0.996608
1,deformable_obstacle_threading,nominal_safety,17,0.607464,0.047584,0.000000,0.360143,0.439260,0.004591,0.379651,0.631222,0,0.858096
1,deformable_obstacle_threading,nominal_safety,18,0.578221,0.002334,0.002664,0.359859,0.544932,0.045151,0.343730,0.757329,1,0.566525
1,deformable_obstacle_threading,nominal_safety,19,0.651476,0.000773,0.020686,0.353166,0.433379,0.037590,0.316160,0.709248,1,0.794838
1,deformable_obstacle_threading,nominal_safety,20,0.607197,0.030192,0.000000,0.313128,0.411891,0.000000,0.344487,0.619100,1,0.972343
1,deformable_obstacle_threading,nominal_safety,21,0.546690,0.000000,0.025782,0.337140,0.440503,0.037182,0.355388,0.637247,0,0.988754
1,deformable_obstacle_threading,nominal_safety,22,0.552441,0.028800,0.000000,0.413922,0.516823,0.001909,0.341608,0.603133,0,0.782092
1,deformable_obstacle_threading,nominal_safety,23,0.567611,0.022133,0.000000,0.390317,0.499714,0.024561,0.338196,0.656761,1,0.722516
1,deformable_obstacle_threading,nominal_safety,24,0.544938,0.000000,0.024429,0.366901,0.517825,0.024242,0.353834,0.641482,1,0.897744
1,deformable_obstacle_threading,nominal_safety,25,0.577652,0.000000,0.000000,0.404469,0.521577,0.032883,0.334401,0.722997,1,0.907005
1,deformable_obstacle_threading,nominal_safety,26,0.554504,0.000000,0.000000,0.327289,0.452906,0.023873,0.300530,0.693170,1,0.879882
1,deformable_obstacle_threading,nominal_safety,27,0.574265,0.007625,0.000000,0.389744,0.443563,0.010072,0.448097,0.584132,1,1.000000
1,deformable_obstacle_threading,nominal_safety,28,0.546655,0.131098,0.028047,0.420134,0.577926,0.000000,0.304322,0.736986,0,0.922290
1,deformable_obstacle_threading,nominal_safety,29,0.523631,0.027246,0.035247,0.396692,0.538319,0.000000,0.407089,0.584917,1,0.749407
1,deformable_obstacle_threading,nominal_safety,30,0.555628,0.000000,0.000000,0.406494,0.570418,0.017234,0.363779,0.674114,1,0.843831
1,deformable_obstacle_threading,nominal_safety,31,0.581604,0.022161,0.000000,0.307360,0.522310,0.000000,0.297432,0.622829,1,0.833161
1,deformable_obstacle_threading,constraint_shift,0,0.832378,0.036416,0.020175,0.390118,0.559448,0.073268,0.383467,0.775050,1,0.785772
1,deformable_obstacle_threading,constraint_shift,1,0.798377,0.093995,0.055509,0.410317,0.497051,0.071558,0.279513,0.871854,1,1.000000
1,deformable_obstacle_threading,constraint_shift,2,0.805567,0.048371,0.000000,0.453515,0.518659,0.000000,0.322658,0.705552,1,0.897447
1,deformable_obstacle_threading,constraint_shift,3,0.793293,0.001942,0.000850,0.363722,0.551272,0.025842,0.341147,0.681200,1,0.852634
1,deformable_obstacle_threading,constraint_shift,4,0.788700,0.028008,0.044558,0.416285,0.467544,0.088221,0.256772,0.762297,1,0.676802
1,deformable_obstacle_threading,constraint_shift,5,0.734373,0.074398,0.113099,0.449498,0.576535,0.017859,0.285674,0.790429,0,1.000000
1,deformable_obstacle_threading,constraint_shift,6,0.752889,0.029097,0.070506,0.429128,0.610111,0.017612,0.393747,0.784406,1,0.951079
1,deformable_obstacle_threading,constraint_shift,7,0.849893,0.033881,0.059995,0.404911,0.600142,0.046675,0.348574,0.847102,0,0.884156
1,deformable_obstacle_threading,constraint_shift,8,0.849638,0.052237,0.075715,0.409318,0.566323,0.043155,0.311264,0.851725,0,1.000000
1,deformable_obstacle_threading,constraint_shift,9,0.821130,0.007517,0.071589,0.470387,0.614152,0.016849,0.294934,0.813450,1,0.889332
1,deformable_obstacle_threading,constraint_shift,10,0.759539,0.037683,0.030822,0.380298,0.531763,0.039259,0.231186,0.728322,1,0.911998
1,deformable_obstacle_threading,constraint_shift,11,0.788825,0.039687,0.065975,0.405916,0.495729,0.054300,0.370364,0.705972,1,0.908328
1,deformable_obstacle_threading,constraint_shift,12,0.714144,0.074449,0.067474,0.377457,0.533173,0.028824,0.310073,0.662378,0,0.869951
1,deformable_obstacle_threading,constraint_shift,13,0.773012,0.088654,0.058719,0.429853,0.565756,0.006588,0.275761,0.753340,1,1.000000
1,deformable_obstacle_threading,constraint_shift,14,0.802556,0.000000,0.049331,0.458461,0.509776,0.000000,0.380878,0.764367,1,1.000000
1,deformable_obstacle_threading,constraint_shift,15,0.738034,0.050011,0.031093,0.410319,0.567924,0.000000,0.351015,0.770410,1,0.914827
1,deformable_obstacle_threading,constraint_shift,16,0.788250,0.092910,0.055516,0.438666,0.557979,0.030198,0.312546,0.858925,1,1.000000
1,deformable_obstacle_threading,constraint_shift,17,0.691577,0.083859,0.016832,0.394204,0.561442,0.046749,0.406054,0.774261,1,1.000000
1,deformable_obstacle_threading,constraint_shift,18,0.786895,0.060056,0.048394,0.467953,0.618552,0.030506,0.389692,0.829888,1,1.000000
1,deformable_obstacle_threading,constraint_shift,19,0.812508,0.086715,0.058438,0.475979,0.598131,0.049776,0.366090,0.871996,1,1.000000
1,deformable_obstacle_threading,constraint_shift,20,0.729709,0.119489,0.035594,0.378334,0.630742,0.000000,0.344757,0.810671,1,0.865984
1,deformable_obstacle_threading,constraint_shift,21,0.745588,0.003759,0.019980,0.482391,0.564207,0.042304,0.351271,0.708466,1,0.877403
1,deformable_obstacle_threading,constraint_shift,22,0.805510,0.068860,0.045700,0.472140,0.554674,0.028718,0.367371,0.801355,1,1.000000
1,deformable_obstacle_threading,constraint_shift,23,0.816846,0.055520,0.056372,0.393561,0.505929,0.000000,0.321403,0.767910,1,0.684704
1,deformable_obstacle_threading,constraint_shift,24,0.775445,0.076271,0.022597,0.409451,0.543480,0.011579,0.417502,0.807319,1,1.000000
1,deformable_obstacle_threading,constraint_shift,25,0.828261,0.059694,0.076704,0.435662,0.567472,0.027290,0.381469,0.796929,1,0.956876
1,deformable_obstacle_threading,constraint_shift,26,0.788030,0.108956,0.024869,0.392460,0.644200,0.039784,0.263190,0.841441,1,0.915852
1,deformable_obstacle_threading,constraint_shift,27,0.814197,0.089490,0.018085,0.346587,0.577605,0.042223,0.297816,0.803460,1,0.897666
1,deformable_obstacle_threading,constraint_shift,28,0.881292,0.000000,0.068277,0.352178,0.589698,0.033954,0.335574,0.806370,1,0.650524
1,deformable_obstacle_threading,constraint_shift,29,0.756392,0.042737,0.059884,0.433826,0.565557,0.023365,0.332626,0.821192,1,1.000000
1,deformable_obstacle_threading,constraint_shift,30,0.785314,0.036128,0.025808,0.464153,0.522696,0.045073,0.334312,0.757131,1,1.000000
1,deformable_obstacle_threading,constraint_shift,31,0.766488,0.029555,0.056825,0.405042,0.500003,0.029134,0.365786,0.690200,0,0.776206
1,deformable_obstacle_threading,novel_obstacle_shift,0,0.585454,0.311615,0.060302,0.448803,0.574434,0.098451,0.314379,0.785017,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,1,0.688183,0.302468,0.017545,0.503481,0.689525,0.059741,0.266439,0.812248,0,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,2,0.634152,0.285679,0.077838,0.460991,0.570707,0.076610,0.301862,0.820672,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,3,0.665878,0.283473,0.051223,0.483099,0.554188,0.037981,0.321192,0.814532,1,0.788410
1,deformable_obstacle_threading,novel_obstacle_shift,4,0.619697,0.348695,0.063499,0.488930,0.562844,0.079719,0.288825,0.818600,0,0.929973
1,deformable_obstacle_threading,novel_obstacle_shift,5,0.717973,0.251996,0.055214,0.536678,0.519659,0.057973,0.295747,0.739985,1,0.908345
1,deformable_obstacle_threading,novel_obstacle_shift,6,0.659703,0.320662,0.049334,0.417298,0.605311,0.049394,0.335858,0.829575,1,0.940118
1,deformable_obstacle_threading,novel_obstacle_shift,7,0.627386,0.351127,0.039223,0.470452,0.564548,0.077811,0.221699,0.758584,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,8,0.647872,0.189602,0.053146,0.508145,0.640954,0.042996,0.284058,0.704703,1,0.817377
1,deformable_obstacle_threading,novel_obstacle_shift,9,0.616702,0.358955,0.021520,0.432651,0.657618,0.041316,0.208727,0.846061,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,10,0.623135,0.205634,0.016537,0.535678,0.559304,0.057144,0.355848,0.751134,1,0.969264
1,deformable_obstacle_threading,novel_obstacle_shift,11,0.552976,0.312444,0.012871,0.412445,0.644440,0.064007,0.288039,0.701399,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,12,0.605581,0.252265,0.063305,0.507643,0.579309,0.018776,0.286304,0.732160,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,13,0.702767,0.241907,0.049898,0.487127,0.619184,0.038806,0.291702,0.735641,1,0.763378
1,deformable_obstacle_threading,novel_obstacle_shift,14,0.534783,0.281363,0.096546,0.511910,0.625160,0.062032,0.290479,0.768833,1,1.000000
1,deformable_obstacle_threading,novel_obstacle_shift,15,0.592345,0.277712,0.052492,0.465720,0.642223,0.058995,0.294301,0.843225,0,0.906096
1,deformable_obstacle_threading,novel_obstacle_shift,16,0.703716,0.251765,0.042816,0.441463,0.629947,0.085016,0.351927,0.710988,1,0.992052
1,deformable_obstacle_threading,novel_obstacle_shift,17,0.698924,0.291309,0.024271,0.437192,0.602993,0.037051,0.324760,0.812891,1,0.870365
